scene,instance_id,fragment_id,class,traj_event_count,traj_start_ts,orig_event_count,nr_event_count,sampled_event_count
hn-but-2,7,28,butterfly,181542,142331467,9313,9313,2048
hn-but-2,7,29,butterfly,181542,142331467,8963,8963,2048
hn-but-2,7,30,butterfly,181542,142331467,17362,17362,2048
hn-but-2,7,31,butterfly,181542,142331467,11037,11037,2048
hn-but-2,7,33,butterfly,181542,142331467,3533,3533,2048
hn-but-2,7,34,butterfly,181542,142331467,3704,3704,2048
hn-but-2,7,35,butterfly,181542,142331467,3228,3228,2048
hn-but-2,7,36,butterfly,181542,142331467,3478,3478,2048
hn-but-2,7,37,butterfly,181542,142331467,4047,4047,2048
hn-but-2,7,48,butterfly,181542,142331467,6116,6116,2048
hn-but-2,7,49,butterfly,181542,142331467,14611,14611,2048
hn-but-2,7,50,butterfly,181542,142331467,7829,7829,2048
hn-but-2,7,51,butterfly,181542,142331467,17020,17020,2048
hn-but-2,8,0,butterfly,120034,182534096,1922,1922,2048
hn-but-2,8,1,butterfly,120034,182534096,2477,2477,2048
hn-but-2,8,2,butterfly,120034,182534096,3149,3149,2048
hn-but-2,8,3,butterfly,120034,182534096,3758,3758,2048
hn-but-2,8,4,butterfly,120034,182534096,3682,3682,2048
hn-but-2,8,5,butterfly,120034,182534096,3804,3804,2048
hn-but-2,8,6,butterfly,120034,182534096,3997,3997,2048
hn-but-2,8,7,butterfly,120034,182534096,4746,4746,2048
hn-but-2,8,8,butterfly,120034,182534096,3406,3406,2048
hn-but-2,8,9,butterfly,120034,182534096,3994,3994,2048
hn-but-2,8,10,butterfly,120034,182534096,3561,3561,2048
hn-but-2,8,11,butterfly,120034,182534096,3715,3715,2048
hn-but-2,8,12,butterfly,120034,182534096,4763,4763,2048
hn-but-2,8,13,butterfly,120034,182534096,3941,3941,2048
hn-but-2,8,14,butterfly,120034,182534096,3972,3972,2048
hn-but-2,8,15,butterfly,120034,182534096,2662,2662,2048
hn-but-2,8,16,butterfly,120034,182534096,1543,1543,2048
hn-but-2,8,17,butterfly,120034,182534096,2169,2169,2048
hn-but-2,8,18,butterfly,120034,182534096,1661,1661,2048
hn-but-2,8,19,butterfly,120034,182534096,1726,1726,2048
hn-but-2,8,21,butterfly,120034,182534096,1169,1169,2048
hn-but-2,8,22,butterfly,120034,182534096,1074,1074,2048
hn-but-2,8,23,butterfly,120034,182534096,1256,1256,2048
hn-but-2,8,24,butterfly,120034,182534096,1224,1224,2048
hn-but-2,8,25,butterfly,120034,182534096,1563,1563,2048
hn-but-2,8,26,butterfly,120034,182534096,1283,1283,2048
hn-but-2,8,27,butterfly,120034,182534096,1103,1103,2048
hn-but-2,8,28,butterfly,120034,182534096,1051,1051,2048
hn-but-2,8,30,butterfly,120034,182534096,1426,1426,2048
hn-but-2,8,31,butterfly,120034,182534096,1049,1049,2048
hn-but-2,8,32,butterfly,120034,182534096,1246,1246,2048
hn-but-2,8,33,butterfly,120034,182534096,1064,1064,2048
hn-but-2,8,34,butterfly,120034,182534096,1146,1146,2048
hn-but-2,8,35,butterfly,120034,182534096,1277,1277,2048
hn-but-2,8,41,butterfly,120034,182534096,1200,1200,2048
hn-but-2,8,42,butterfly,120034,182534096,1199,1199,2048
hn-but-2,8,47,butterfly,120034,182534096,1117,1117,2048
hn-but-2,8,91,butterfly,120034,182534096,1261,1261,2048
hn-but-2,9,0,insect,33709,13597008,5573,5573,2048
hn-but-2,9,1,insect,33709,13597008,2584,2584,2048
hn-but-2,9,2,insect,33709,13597008,2382,2382,2048
hn-but-2,9,3,insect,33709,13597008,1177,1177,2048
hn-but-2,9,4,insect,33709,13597008,4300,4300,2048
hn-but-2,9,5,insect,33709,13597008,16476,16476,2048
hn-dra-1,10,0,dragonfly,22614,39083346,1269,1269,2048
hn-dra-1,10,1,dragonfly,22614,39083346,1893,1893,2048
hn-dra-1,10,2,dragonfly,22614,39083346,1131,1131,2048
hn-dra-1,10,3,dragonfly,22614,39083346,2368,2368,2048
hn-dra-1,10,4,dragonfly,22614,39083346,2510,2510,2048
hn-dra-1,10,5,dragonfly,22614,39083346,6914,6914,2048
hn-dra-1,10,6,dragonfly,22614,39083346,5708,5708,2048
hn-dra-1,11,0,dragonfly,30267,44153962,10380,10380,2048
hn-dra-1,11,1,dragonfly,30267,44153962,5857,5857,2048
hn-dra-1,11,2,dragonfly,30267,44153962,3731,3731,2048
hn-dra-1,11,3,dragonfly,30267,44153962,4068,4068,2048
hn-dra-1,11,4,dragonfly,30267,44153962,6063,6063,2048
hn-dra-1,12,0,dragonfly,13401,47583376,1859,1859,2048
hn-dra-1,12,1,dragonfly,13401,47583376,2651,2651,2048
hn-dra-1,12,2,dragonfly,13401,47583376,3607,3607,2048
hn-dra-1,12,3,dragonfly,13401,47583376,3746,3746,2048
hn-dra-1,13,0,dragonfly,30220,53319772,1139,1139,2048
hn-dra-1,13,1,dragonfly,30220,53319772,1451,1451,2048
hn-dra-1,13,2,dragonfly,30220,53319772,1508,1508,2048
hn-dra-1,13,3,dragonfly,30220,53319772,1540,1540,2048
hn-dra-1,13,4,dragonfly,30220,53319772,1338,1338,2048
hn-dra-1,13,5,dragonfly,30220,53319772,2629,2629,2048
hn-dra-1,13,6,dragonfly,30220,53319772,4094,4094,2048
hn-dra-1,13,7,dragonfly,30220,53319772,4824,4824,2048
hn-dra-1,13,8,dragonfly,30220,53319772,4679,4679,2048
hn-dra-1,13,9,dragonfly,30220,53319772,4866,4866,2048
hn-dra-1,14,0,dragonfly,33097,58831860,1291,1291,2048
hn-dra-1,14,1,dragonfly,33097,58831860,1256,1256,2048
hn-dra-1,14,2,dragonfly,33097,58831860,1347,1347,2048
hn-dra-1,14,3,dragonfly,33097,58831860,1183,1183,2048
hn-dra-1,14,6,dragonfly,33097,58831860,1572,1572,2048
hn-dra-1,14,7,dragonfly,33097,58831860,2702,2702,2048
hn-dra-1,14,8,dragonfly,33097,58831860,4241,4241,2048
hn-dra-1,14,9,dragonfly,33097,58831860,3902,3902,2048
hn-dra-1,14,10,dragonfly,33097,58831860,4848,4848,2048
hn-dra-1,14,11,dragonfly,33097,58831860,6777,6777,2048
hn-dra-1,15,5,dragonfly,9664,67833889,1307,1307,2048
hn-dra-1,15,6,dragonfly,9664,67833889,2108,2108,2048
hn-dra-1,16,2,dragonfly,15590,74916812,1478,1478,2048
hn-dra-1,16,3,dragonfly,15590,74916812,1869,1869,2048
hn-dra-1,16,4,dragonfly,15590,74916812,2804,2804,2048
hn-dra-1,16,5,dragonfly,15590,74916812,3455,3455,2048
hn-dra-1,16,6,dragonfly,15590,74916812,3643,3643,2048
hn-dra-1,17,0,dragonfly,4885,75883339,1531,1531,2048
hn-dra-1,17,1,dragonfly,4885,75883339,1174,1174,2048
hn-dra-1,18,4,dragonfly,23870,81583768,1598,1598,2048
hn-dra-1,18,5,dragonfly,23870,81583768,2744,2744,2048
hn-dra-1,18,6,dragonfly,23870,81583768,2630,2630,2048
hn-dra-1,18,7,dragonfly,23870,81583768,2300,2300,2048
hn-dra-1,18,8,dragonfly,23870,81583768,1925,1925,2048
hn-dra-1,18,9,dragonfly,23870,81583768,1854,1854,2048
hn-dra-1,18,10,dragonfly,23870,81583768,1533,1533,2048
hn-dra-1,18,11,dragonfly,23870,81583768,1396,1396,2048
hn-dra-1,18,12,dragonfly,23870,81583768,1231,1231,2048
hn-dra-1,18,13,dragonfly,23870,81583768,1099,1099,2048
hn-dra-1,18,14,dragonfly,23870,81583768,1163,1163,2048
hn-dra-1,19,0,dragonfly,19329,87474610,1935,1935,2048
hn-dra-1,19,1,dragonfly,19329,87474610,3084,3084,2048
hn-dra-1,19,2,dragonfly,19329,87474610,3583,3583,2048
hn-dra-1,19,3,dragonfly,19329,87474610,2786,2786,2048
hn-dra-1,19,4,dragonfly,19329,87474610,1835,1835,2048
hn-dra-1,19,5,dragonfly,19329,87474610,1336,1336,2048
hn-dra-1,19,8,dragonfly,19329,87474610,1183,1183,2048
hn-dra-1,1,0,dragonfly,34816,2283485,5812,5812,2048
hn-dra-1,1,1,dragonfly,34816,2283485,10362,10362,2048
hn-dra-1,1,2,dragonfly,34816,2283485,11291,11291,2048
hn-dra-1,20,0,dragonfly,83777,103577662,3332,3332,2048
hn-dra-1,20,1,dragonfly,83777,103577662,2683,2683,2048
hn-dra-1,20,2,dragonfly,83777,103577662,3164,3164,2048
hn-dra-1,20,3,dragonfly,83777,103577662,8698,8698,2048
hn-dra-1,20,4,dragonfly,83777,103577662,13191,13191,2048
hn-dra-1,20,5,dragonfly,83777,103577662,8600,8600,2048
hn-dra-1,20,6,dragonfly,83777,103577662,9836,9836,2048
hn-dra-1,20,7,dragonfly,83777,103577662,8749,8749,2048
hn-dra-1,20,8,dragonfly,83777,103577662,11724,11724,2048
hn-dra-1,20,9,dragonfly,83777,103577662,7540,7540,2048
hn-dra-1,20,10,dragonfly,83777,103577662,5046,5046,2048
hn-dra-1,21,0,dragonfly,55549,103333374,3400,3400,2048
hn-dra-1,21,1,dragonfly,55549,103333374,3733,3733,2048
hn-dra-1,21,2,dragonfly,55549,103333374,3197,3197,2048
hn-dra-1,21,3,dragonfly,55549,103333374,4365,4365,2048
hn-dra-1,21,4,dragonfly,55549,103333374,5198,5198,2048
hn-dra-1,21,5,dragonfly,55549,103333374,6594,6594,2048
hn-dra-1,21,6,dragonfly,55549,103333374,3323,3323,2048
hn-dra-1,21,7,dragonfly,55549,103333374,1946,1946,2048
hn-dra-1,21,8,dragonfly,55549,103333374,8764,8764,2048
hn-dra-1,21,9,dragonfly,55549,103333374,3475,3475,2048
hn-dra-1,21,10,dragonfly,55549,103333374,5858,5858,2048
hn-dra-1,21,11,dragonfly,55549,103333374,2982,2982,2048
hn-dra-1,21,12,dragonfly,55549,103333374,2432,2432,2048
hn-dra-1,22,8,dragonfly,20222,107550929,1312,1312,2048
hn-dra-1,22,9,dragonfly,20222,107550929,2192,2192,2048
hn-dra-1,22,10,dragonfly,20222,107550929,2569,2569,2048
hn-dra-1,22,11,dragonfly,20222,107550929,2059,2059,2048
hn-dra-1,22,12,dragonfly,20222,107550929,1725,1725,2048
hn-dra-1,22,13,dragonfly,20222,107550929,1637,1637,2048
hn-dra-1,22,14,dragonfly,20222,107550929,1257,1257,2048
hn-dra-1,22,15,dragonfly,20222,107550929,1133,1133,2048
hn-dra-1,22,16,dragonfly,20222,107550929,1316,1316,2048
hn-dra-1,23,0,insect,35463,17933364,30203,30203,2048
hn-dra-1,2,0,dragonfly,21523,2166702,4355,4355,2048
hn-dra-1,2,1,dragonfly,21523,2166702,8087,8087,2048
hn-dra-1,2,2,dragonfly,21523,2166702,8611,8611,2048
hn-dra-1,3,0,dragonfly,25843,5887631,1965,1965,2048
hn-dra-1,3,1,dragonfly,25843,5887631,1815,1815,2048
hn-dra-1,3,2,dragonfly,25843,5887631,1888,1888,2048
hn-dra-1,3,3,dragonfly,25843,5887631,2928,2928,2048
hn-dra-1,3,4,dragonfly,25843,5887631,2580,2580,2048
hn-dra-1,3,5,dragonfly,25843,5887631,3136,3136,2048
hn-dra-1,3,6,dragonfly,25843,5887631,3886,3886,2048
hn-dra-1,3,7,dragonfly,25843,5887631,3377,3377,2048
hn-dra-1,3,8,dragonfly,25843,5887631,2005,2005,2048
hn-dra-1,3,9,dragonfly,25843,5887631,1713,1713,2048
hn-dra-1,4,4,dragonfly,24591,10097319,1036,1036,2048
hn-dra-1,4,5,dragonfly,24591,10097319,1203,1203,2048
hn-dra-1,4,6,dragonfly,24591,10097319,1778,1778,2048
hn-dra-1,4,7,dragonfly,24591,10097319,2413,2413,2048
hn-dra-1,4,8,dragonfly,24591,10097319,2789,2789,2048
hn-dra-1,4,9,dragonfly,24591,10097319,2956,2956,2048
hn-dra-1,4,10,dragonfly,24591,10097319,2906,2906,2048
hn-dra-1,4,11,dragonfly,24591,10097319,2380,2380,2048
hn-dra-1,4,12,dragonfly,24591,10097319,2226,2226,2048
hn-dra-1,4,13,dragonfly,24591,10097319,1733,1733,2048
hn-dra-1,5,7,dragonfly,13393,15534046,1284,1284,2048
hn-dra-1,5,8,dragonfly,13393,15534046,1408,1408,2048
hn-dra-1,5,9,dragonfly,13393,15534046,1165,1165,2048
hn-dra-1,5,12,dragonfly,13393,15534046,1611,1611,2048
hn-dra-1,5,13,dragonfly,13393,15534046,1461,1461,2048
hn-dra-1,6,0,dragonfly,78465,29351165,10425,10425,2048
hn-dra-1,6,1,dragonfly,78465,29351165,16717,16717,2048
hn-dra-1,6,2,dragonfly,78465,29351165,17450,17450,2048
hn-dra-1,6,3,dragonfly,78465,29351165,22013,22013,2048
hn-dra-1,6,4,dragonfly,78465,29351165,7937,7937,2048
hn-dra-1,6,5,dragonfly,78465,29351165,3755,3755,2048
hn-dra-1,7,0,dragonfly,92735,29418771,19698,19698,2048
hn-dra-1,7,1,dragonfly,92735,29418771,15502,15502,2048
hn-dra-1,7,2,dragonfly,92735,29418771,13055,13055,2048
hn-dra-1,7,3,dragonfly,92735,29418771,20208,20208,2048
hn-dra-1,7,4,dragonfly,92735,29418771,12490,12490,2048
hn-dra-1,7,5,dragonfly,92735,29418771,9962,9962,2048
hn-dra-1,8,2,dragonfly,27490,35366727,1822,1822,2048
hn-dra-1,8,3,dragonfly,27490,35366727,3729,3729,2048
hn-dra-1,8,4,dragonfly,27490,35366727,7556,7556,2048
hn-dra-1,8,5,dragonfly,27490,35366727,9325,9325,2048
hn-dra-1,9,0,dragonfly,11268,39033417,1766,1766,2048
hn-dra-1,9,1,dragonfly,11268,39033417,1954,1954,2048
hn-dra-1,9,2,dragonfly,11268,39033417,2269,2269,2048
hn-dra-1,9,3,dragonfly,11268,39033417,1829,1829,2048
hn-dra-1,9,4,dragonfly,11268,39033417,1462,1462,2048
hn-dra-1,9,5,dragonfly,11268,39033417,1166,1166,2048
hn-was-1,0,0,wasp,12578,483367,1557,1557,2048
hn-was-1,0,4,wasp,12578,483367,1968,1968,2048
hn-was-1,0,5,wasp,12578,483367,1235,1235,2048
hn-was-1,0,8,wasp,12578,483367,1454,1454,2048
hn-was-1,0,10,wasp,12578,483367,1143,1143,2048
hn-was-1,1,0,wasp,4154,2567541,1101,1101,2048
hn-was-1,1,1,wasp,4154,2567541,1044,1044,2048
hn-was-1,1,2,wasp,4154,2567541,1035,1035,2048
hn-was-1,3,8,wasp,17060,5000319,1191,1191,2048
hn-was-1,3,9,wasp,17060,5000319,1982,1982,2048
hn-was-1,3,10,wasp,17060,5000319,2071,2071,2048
hn-was-1,3,12,wasp,17060,5000319,1982,1982,2048
hn-was-1,3,13,wasp,17060,5000319,2107,2107,2048
hn-was-1,3,14,wasp,17060,5000319,1853,1853,2048
hn-was-1,4,0,wasp,8942,5570358,1140,1140,2048
hn-was-1,4,5,wasp,8942,5570358,1755,1755,2048
hn-was-1,4,6,wasp,8942,5570358,1682,1682,2048
hn-was-2,2,3,wasp,114559,6185204,1207,1207,2048
hn-was-2,2,4,wasp,114559,6185204,1277,1277,2048
hn-was-2,2,5,wasp,114559,6185204,2015,2015,2048
hn-was-2,2,6,wasp,114559,6185204,1547,1547,2048
hn-was-2,2,8,wasp,114559,6185204,1106,1106,2048
hn-was-2,2,9,wasp,114559,6185204,1790,1790,2048
hn-was-2,2,12,wasp,114559,6185204,1043,1043,2048
hn-was-2,2,15,wasp,114559,6185204,1120,1120,2048
hn-was-2,2,19,wasp,114559,6185204,1407,1407,2048
hn-was-2,2,20,wasp,114559,6185204,1174,1174,2048
hn-was-2,2,24,wasp,114559,6185204,4803,4803,2048
hn-was-2,2,25,wasp,114559,6185204,4182,4182,2048
hn-was-2,2,26,wasp,114559,6185204,1979,1979,2048
hn-was-2,2,38,wasp,114559,6185204,1365,1365,2048
hn-was-2,2,51,wasp,114559,6185204,1164,1164,2048
hn-was-2,2,52,wasp,114559,6185204,1341,1341,2048
hn-was-2,2,69,wasp,114559,6185204,4124,4124,2048
hn-was-2,2,70,wasp,114559,6185204,3122,3122,2048
hn-was-2,2,82,wasp,114559,6185204,1317,1317,2048
hn-was-2,2,83,wasp,114559,6185204,1160,1160,2048
hn-was-2,2,84,wasp,114559,6185204,3234,3234,2048
hn-was-2,2,85,wasp,114559,6185204,2608,2608,2048
hn-was-2,2,86,wasp,114559,6185204,1428,1428,2048
hn-was-2,2,105,wasp,114559,6185204,2250,2250,2048
hn-was-2,2,114,wasp,114559,6185204,1876,1876,2048
hn-was-2,2,117,wasp,114559,6185204,1403,1403,2048
hn-was-2,2,118,wasp,114559,6185204,1673,1673,2048
hn-was-2,2,134,wasp,114559,6185204,1294,1294,2048
hn-was-2,3,1,wasp,20983,32766721,2563,2563,2048
hn-was-2,3,2,wasp,20983,32766721,1120,1120,2048
hn-was-2,3,8,wasp,20983,32766721,1581,1581,2048
hn-was-2,3,9,wasp,20983,32766721,2980,2980,2048
hn-was-2,3,12,wasp,20983,32766721,1991,1991,2048
hn-was-2,3,13,wasp,20983,32766721,1766,1766,2048
hn-was-2,3,14,wasp,20983,32766721,1338,1338,2048
hn-was-2,3,15,wasp,20983,32766721,1638,1638,2048
hn-was-2,4,10,wasp,14673,40327473,1266,1266,2048
hn-was-2,4,11,wasp,14673,40327473,1507,1507,2048
hn-was-2,4,15,wasp,14673,40327473,1025,1025,2048
hn-was-2,4,18,wasp,14673,40327473,1443,1443,2048
hn-was-2,4,19,wasp,14673,40327473,1115,1115,2048
hn-was-3,0,1,wasp,18604,6700651,1447,1447,2048
hn-was-3,0,2,wasp,18604,6700651,2576,2576,2048
hn-was-3,0,3,wasp,18604,6700651,2375,2375,2048
hn-was-3,0,4,wasp,18604,6700651,2599,2599,2048
hn-was-3,0,7,wasp,18604,6700651,1332,1332,2048
hn-was-3,0,13,wasp,18604,6700651,1079,1079,2048
hn-was-3,0,14,wasp,18604,6700651,1412,1412,2048
hn-was-3,1,3,wasp,8298,5950566,1368,1368,2048
hn-was-3,1,4,wasp,8298,5950566,1261,1261,2048
hn-was-3,2,2,wasp,20028,14666985,1239,1239,2048
hn-was-3,2,3,wasp,20028,14666985,4529,4529,2048
hn-was-3,2,4,wasp,20028,14666985,3608,3608,2048
hn-was-3,2,5,wasp,20028,14666985,1247,1247,2048
hn-was-3,2,16,wasp,20028,14666985,1205,1205,2048
hn-was-3,3,2,wasp,28334,16800183,2295,2295,2048
hn-was-3,3,3,wasp,28334,16800183,2127,2127,2048
hn-was-3,3,6,wasp,28334,16800183,1088,1088,2048
hn-was-3,3,11,wasp,28334,16800183,1585,1585,2048
hn-was-3,3,14,wasp,28334,16800183,1456,1456,2048
hn-was-3,3,15,wasp,28334,16800183,1728,1728,2048
hn-was-3,3,16,wasp,28334,16800183,1914,1914,2048
hn-was-3,3,36,wasp,28334,16800183,1344,1344,2048
hn-was-3,4,7,wasp,17513,25833532,1060,1060,2048
hn-was-3,4,8,wasp,17513,25833532,1755,1755,2048
hn-was-3,4,9,wasp,17513,25833532,2384,2384,2048
hn-was-3,4,10,wasp,17513,25833532,1181,1181,2048
hn-was-3,4,14,wasp,17513,25833532,1131,1131,2048
hn-was-3,4,15,wasp,17513,25833532,1466,1466,2048
hn-was-3,4,16,wasp,17513,25833532,2299,2299,2048
hn-was-3,5,9,wasp,14393,25833663,1201,1201,2048
hn-was-3,5,43,wasp,14393,25833663,1212,1212,2048
hn-was-3,6,1,wasp,4532,35834002,1388,1388,2048
hn-was-3,7,0,wasp,12793,41833355,1086,1086,2048
hn-was-3,7,1,wasp,12793,41833355,1455,1455,2048
hn-was-3,7,3,wasp,12793,41833355,1094,1094,2048
hn-was-3,7,7,wasp,12793,41833355,1207,1207,2048
hn-was-3,8,0,wasp,19549,33833396,3990,3990,2048
hn-was-3,8,1,wasp,19549,33833396,4301,4301,2048
hn-was-3,8,2,wasp,19549,33833396,6714,6714,2048
hn-was-3,8,3,wasp,19549,33833396,1551,1551,2048
hn-was-3,8,6,wasp,19549,33833396,1271,1271,2048
hn-was-5,0,0,wasp,6128,7915,2585,2585,2048
hn-was-5,0,2,wasp,6128,7915,2461,2461,2048
hn-was-5,10,0,wasp,3235,7350066,1049,1049,2048
hn-was-5,10,2,wasp,3235,7350066,1055,1055,2048
hn-was-5,11,1,wasp,21147,7666805,1371,1371,2048
hn-was-5,11,2,wasp,21147,7666805,1055,1055,2048
hn-was-5,11,4,wasp,21147,7666805,1609,1609,2048
hn-was-5,11,5,wasp,21147,7666805,4569,4569,2048
hn-was-5,11,6,wasp,21147,7666805,3478,3478,2048
hn-was-5,11,7,wasp,21147,7666805,1793,1793,2048
hn-was-5,11,9,wasp,21147,7666805,1180,1180,2048
hn-was-5,11,11,wasp,21147,7666805,1250,1250,2048
hn-was-5,12,0,wasp,33673,7716810,1693,1693,2048
hn-was-5,12,1,wasp,33673,7716810,3751,3751,2048
hn-was-5,12,3,wasp,33673,7716810,1356,1356,2048
hn-was-5,12,4,wasp,33673,7716810,1560,1560,2048
hn-was-5,12,5,wasp,33673,7716810,6272,6272,2048
hn-was-5,12,6,wasp,33673,7716810,9464,9464,2048
hn-was-5,12,7,wasp,33673,7716810,2736,2736,2048
hn-was-5,12,8,wasp,33673,7716810,4315,4315,2048
hn-was-5,13,1,wasp,11011,7756056,2110,2110,2048
hn-was-5,13,2,wasp,11011,7756056,2349,2349,2048
hn-was-5,13,3,wasp,11011,7756056,1995,1995,2048
hn-was-5,13,4,wasp,11011,7756056,2572,2572,2048
hn-was-5,14,0,wasp,7029,10350082,1341,1341,2048
hn-was-5,14,1,wasp,7029,10350082,1636,1636,2048
hn-was-5,14,2,wasp,7029,10350082,2188,2188,2048
hn-was-5,15,2,wasp,4441,10816751,2031,2031,2048
hn-was-5,16,0,wasp,4720,11000047,1179,1179,2048
hn-was-5,17,0,wasp,27262,12209321,24446,24446,2048
hn-was-5,18,1,wasp,5881,15083861,1311,1311,2048
hn-was-5,18,3,wasp,5881,15083861,1050,1050,2048
hn-was-5,18,4,wasp,5881,15083861,1379,1379,2048
hn-was-5,19,0,wasp,29275,17483464,11567,11567,2048
hn-was-5,19,1,wasp,29275,17483464,6967,6967,2048
hn-was-5,1,0,wasp,5270,316726,1825,1825,2048
hn-was-5,1,1,wasp,5270,316726,2372,2372,2048
hn-was-5,20,0,wasp,8484,17585578,1363,1363,2048
hn-was-5,20,1,wasp,8484,17585578,1306,1306,2048
hn-was-5,20,2,wasp,8484,17585578,1628,1628,2048
hn-was-5,20,3,wasp,8484,17585578,1185,1185,2048
hn-was-5,20,4,wasp,8484,17585578,2352,2352,2048
hn-was-5,21,0,wasp,6613,17933521,1308,1308,2048
hn-was-5,21,1,wasp,6613,17933521,1042,1042,2048
hn-was-5,21,2,wasp,6613,17933521,1154,1154,2048
hn-was-5,21,5,wasp,6613,17933521,1049,1049,2048
hn-was-5,22,2,wasp,8027,18433516,2152,2152,2048
hn-was-5,22,3,wasp,8027,18433516,2226,2226,2048
hn-was-5,22,4,wasp,8027,18433516,1836,1836,2048
hn-was-5,23,0,wasp,4661,18484424,1106,1106,2048
hn-was-5,23,2,wasp,4661,18484424,1575,1575,2048
hn-was-5,24,0,wasp,3642,19505245,1275,1275,2048
hn-was-5,25,0,wasp,2701,21333399,1603,1603,2048
hn-was-5,26,6,wasp,3859,20592805,1358,1358,2048
hn-was-5,28,2,wasp,4404,21650593,1079,1079,2048
hn-was-5,29,0,wasp,10000,26423114,1363,1363,2048
hn-was-5,29,1,wasp,10000,26423114,1028,1028,2048
hn-was-5,29,2,wasp,10000,26423114,1082,1082,2048
hn-was-5,29,8,wasp,10000,26423114,1047,1047,2048
hn-was-5,29,10,wasp,10000,26423114,1423,1423,2048
hn-was-5,29,11,wasp,10000,26423114,1320,1320,2048
hn-was-5,2,0,wasp,39983,816826,4748,4748,2048
hn-was-5,2,1,wasp,39983,816826,11785,11785,2048
hn-was-5,2,2,wasp,39983,816826,18115,18115,2048
hn-was-5,30,0,wasp,14443,27266678,7280,7280,2048
hn-was-5,30,1,wasp,14443,27266678,3887,3887,2048
hn-was-5,30,2,wasp,14443,27266678,2503,2503,2048
hn-was-5,31,0,wasp,9183,27566846,2224,2224,2048
hn-was-5,31,1,wasp,9183,27566846,2440,2440,2048
hn-was-5,31,2,wasp,9183,27566846,1212,1212,2048
hn-was-5,32,0,wasp,4141,28587078,1404,1404,2048
hn-was-5,32,2,wasp,4141,28587078,1075,1075,2048
hn-was-5,33,1,wasp,14616,29400132,4853,4853,2048
hn-was-5,33,2,wasp,14616,29400132,4629,4629,2048
hn-was-5,33,3,wasp,14616,29400132,1216,1216,2048
hn-was-5,33,5,wasp,14616,29400132,1071,1071,2048
hn-was-5,34,0,wasp,15023,29866675,2074,2074,2048
hn-was-5,34,1,wasp,15023,29866675,1037,1037,2048
hn-was-5,34,2,wasp,15023,29866675,1972,1972,2048
hn-was-5,34,3,wasp,15023,29866675,5511,5511,2048
hn-was-5,34,4,wasp,15023,29866675,3060,3060,2048
hn-was-5,34,5,wasp,15023,29866675,1235,1235,2048
hn-was-5,35,0,wasp,6987,30883334,2174,2174,2048
hn-was-5,35,1,wasp,6987,30883334,3683,3683,2048
hn-was-5,36,3,wasp,8092,31016671,1251,1251,2048
hn-was-5,36,4,wasp,8092,31016671,1787,1787,2048
hn-was-5,36,5,wasp,8092,31016671,1632,1632,2048
hn-was-5,36,6,wasp,8092,31016671,1478,1478,2048
hn-was-5,37,0,wasp,9498,31833460,1569,1569,2048
hn-was-5,37,1,wasp,9498,31833460,2965,2965,2048
hn-was-5,37,2,wasp,9498,31833460,3319,3319,2048
hn-was-5,38,0,wasp,7149,32150006,2111,2111,2048
hn-was-5,38,1,wasp,7149,32150006,3477,3477,2048
hn-was-5,39,3,wasp,6672,31851571,1279,1279,2048
hn-was-5,3,0,wasp,10344,2801458,2169,2169,2048
hn-was-5,3,1,wasp,10344,2801458,2352,2352,2048
hn-was-5,3,2,wasp,10344,2801458,1257,1257,2048
hn-was-5,3,3,wasp,10344,2801458,2162,2162,2048
hn-was-5,3,4,wasp,10344,2801458,1625,1625,2048
hn-was-5,40,1,wasp,10726,32733582,1345,1345,2048
hn-was-5,40,2,wasp,10726,32733582,1837,1837,2048
hn-was-5,40,3,wasp,10726,32733582,2046,2046,2048
hn-was-5,41,2,wasp,5122,32933436,1223,1223,2048
hn-was-5,41,4,wasp,5122,32933436,1101,1101,2048
hn-was-5,42,1,wasp,6862,36583533,2570,2570,2048
hn-was-5,42,2,wasp,6862,36583533,1242,1242,2048
hn-was-5,42,3,wasp,6862,36583533,1904,1904,2048
hn-was-5,43,0,wasp,6135,36583476,2013,2013,2048
hn-was-5,43,1,wasp,6135,36583476,1482,1482,2048
hn-was-5,43,2,wasp,6135,36583476,1528,1528,2048
hn-was-5,44,1,wasp,9777,40616853,3069,3069,2048
hn-was-5,44,2,wasp,9777,40616853,3803,3803,2048
hn-was-5,45,2,wasp,8577,41016908,2650,2650,2048
hn-was-5,45,3,wasp,8577,41016908,4322,4322,2048
hn-was-5,46,0,wasp,6159,43707347,2070,2070,2048
hn-was-5,46,1,wasp,6159,43707347,1885,1885,2048
hn-was-5,46,3,wasp,6159,43707347,1278,1278,2048
hn-was-5,47,0,wasp,7055,43333352,1514,1514,2048
hn-was-5,47,2,wasp,7055,43333352,2278,2278,2048
hn-was-5,48,2,wasp,22700,42936835,1368,1368,2048
hn-was-5,48,3,wasp,22700,42936835,1602,1602,2048
hn-was-5,48,8,wasp,22700,42936835,5803,5803,2048
hn-was-5,48,9,wasp,22700,42936835,3647,3647,2048
hn-was-5,48,10,wasp,22700,42936835,2860,2860,2048
hn-was-5,49,1,wasp,12735,42919998,1890,1890,2048
hn-was-5,49,2,wasp,12735,42919998,1442,1442,2048
hn-was-5,49,3,wasp,12735,42919998,1952,1952,2048
hn-was-5,49,4,wasp,12735,42919998,2466,2466,2048
